,gene_name,baseMean_Mono_h24,baseMean_Control_h24,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Description
ENSG00000049249,TNFRSF9,16.63460865,16.0211235,244.4180936,0.06785785,0.466826758,0.145359813,0.884426792,0.991355216,TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]
ENSG00000050344,NFE2L3,11263.7217,9556.894061,17780.62717,0.237091214,0.071575095,3.312482,0.000924721,0.163444395,"nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]"
ENSG00000050438,SLC4A8,3980.641217,4003.014656,3314.403167,-0.008133185,0.071815163,-0.113251639,0.909831057,0.993434621,solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]
ENSG00000050730,TNIP3,81.12316592,43.72364316,577.6464616,0.888763084,0.170895369,5.20062707,1.98617E-07,0.000204251,TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]
ENSG00000051180,RAD51,841.056036,951.0062504,601.7666479,-0.177147353,0.137000881,-1.29303806,0.195997896,0.897476576,RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]
ENSG00000051341,POLQ,2132.039,2553.286445,1293.70701,-0.260099514,0.130888148,-1.987189191,0.046901435,0.831030982,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]
ENSG00000052723,SIKE1,4733.122553,4187.517532,4556.670306,0.176494711,0.114723003,1.538442215,0.123940527,0.897476576,suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:HGNC:26119]
ENSG00000052802,MSMO1,6560.074215,5495.899072,6124.524555,0.255245417,0.161476313,1.580698817,0.113946919,0.897476576,methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]
ENSG00000053438,NNAT,387.7171793,403.2032439,283.1177384,-0.056598103,0.175573253,-0.322361761,0.747178649,0.971244654,neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]
ENSG00000053524,MCF2L2,277.3681685,267.4058001,380.4509538,0.053114263,0.150292358,0.35340628,0.723783879,0.96925777,MCF.2 cell line derived transforming sequence-like 2 [Source:HGNC Symbol;Acc:HGNC:30319]
ENSG00000053747,LAMA3,7335.335823,7859.149779,7997.050148,-0.099485203,0.075460759,-1.318370031,0.187379808,0.897476576,laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]
ENSG00000054219,LY75,236.8597007,202.3141833,216.1602193,0.225878073,0.2543446,0.888078902,0.374498311,0.922378135,lymphocyte antigen 75 [Source:HGNC Symbol;Acc:HGNC:6729]
ENSG00000054654,SYNE2,12500.77356,14019.7965,11322.15398,-0.165490849,0.063838134,-2.592350988,0.009532247,0.511153527,spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]
ENSG00000054967,RELT,2180.815775,2299.220471,2484.07888,-0.07588139,0.104536576,-0.72588364,0.467910107,0.931267992,RELT TNF receptor [Source:HGNC Symbol;Acc:HGNC:13764]
ENSG00000055163,CYFIP2,5660.838338,5136.26778,5329.035602,0.140244866,0.092513637,1.515937227,0.129535226,0.897476576,cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]
ENSG00000055332,EIF2AK2,10219.46341,10274.27264,11287.45747,-0.007757916,0.112444424,-0.068993339,0.944994922,0.996893295,eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]
ENSG00000056558,TRAF1,121.8919159,107.5896575,495.588641,0.187224439,0.165834064,1.128986621,0.258903478,0.904063171,TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]
ENSG00000057019,DCBLD2,34616.87867,30847.17742,43314.3194,0.166311499,0.075255899,2.209946354,0.027108886,0.727060998,"discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]"
ENSG00000058085,LAMC2,18066.52605,15977.79622,54783.22192,0.177329601,0.071904091,2.466196269,0.013655649,0.587052092,laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]
ENSG00000058668,ATP2B4,26146.74947,27532.24718,23408.91407,-0.074488947,0.097784129,-0.761769292,0.446197711,0.928168619,ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]
ENSG00000059804,SLC2A3,6887.682648,7202.475153,6863.775247,-0.064456715,0.068224795,-0.944769638,0.344776496,0.915052284,solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]
ENSG00000062716,VMP1,36775.14689,30127.91075,43975.52108,0.287600139,0.088718099,3.241730181,0.001188064,0.18284878,vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]
ENSG00000063046,EIF4B,68746.33427,71006.35189,80274.07701,-0.046660828,0.087892687,-0.530884075,0.595499114,0.951687552,eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]
ENSG00000063127,SLC6A16,141.309238,164.3354951,122.2567575,-0.218331275,0.266258505,-0.819997377,0.412217603,0.925889643,solute carrier family 6 member 16 [Source:HGNC Symbol;Acc:HGNC:13622]
ENSG00000063438,AHRR,114.5632127,126.6506488,123.7298299,-0.146174907,0.243072504,-0.601363398,0.547597972,0.943630512,aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]
ENSG00000064042,LIMCH1,5467.403078,6208.396964,3991.251408,-0.183338433,0.085068852,-2.155177004,0.031147986,0.739618063,LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191]
ENSG00000064393,HIPK2,8497.859384,8963.583561,7544.453325,-0.076988638,0.250046114,-0.307897757,0.758160133,0.973402445,homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]
ENSG00000064651,SLC12A2,18905.1881,14857.66234,21967.44212,0.347513011,0.086178351,4.032486187,5.51899E-05,0.025125636,solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911]
ENSG00000064687,ABCA7,574.1488583,675.6350913,789.9583629,-0.23397469,0.180097539,-1.299155398,0.193890605,0.897476576,ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]
ENSG00000064932,SBNO2,4440.376574,4717.332536,6154.108967,-0.087092903,0.110903211,-0.785305519,0.432274461,0.928168619,strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158]
ENSG00000064989,CALCRL,36467.81984,34984.55775,33529.53072,0.059885172,0.132427028,0.452212608,0.651115826,0.959098207,calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]
ENSG00000065308,TRAM2,26747.01623,27748.88999,26273.63575,-0.053055325,0.09582209,-0.553685737,0.579793938,0.947607505,translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]
ENSG00000065328,MCM10,1688.458146,2069.980323,982.1304358,-0.293831327,0.15475948,-1.898632166,0.057612856,0.859412292,minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]
ENSG00000065526,SPEN,7446.234711,8073.929089,7819.941001,-0.116767198,0.202550867,-0.57648333,0.564288534,0.945453884,spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]
ENSG00000065618,COL17A1,507.6186907,585.4401103,371.8783503,-0.205429161,0.112137994,-1.831931827,0.066961578,0.877915779,collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]
ENSG00000065675,PRKCQ,126.6534582,125.8970456,113.1976231,0.008941204,0.209155911,0.042748992,0.965901625,0.997563975,protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410]
ENSG00000065717,TLE2,1285.623785,1399.731717,1515.879384,-0.122552292,0.12786437,-0.95845537,0.337833186,0.91381957,"TLE family member 2, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11838]"
ENSG00000065989,PDE4A,402.3012272,349.4680499,401.589176,0.202802984,0.208475273,0.97279155,0.330656913,0.911384954,phosphodiesterase 4A [Source:HGNC Symbol;Acc:HGNC:8780]
ENSG00000066027,PPP2R5A,4327.771704,4292.115818,4334.224176,0.011694419,0.068992331,0.16950317,0.865400879,0.988866855,protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309]
ENSG00000066279,ASPM,15290.56654,16203.93705,8487.619383,-0.083738686,0.149195393,-0.561268575,0.574614461,0.947246343,assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]
ENSG00000066697,MSANTD3,7430.510196,6705.762872,8385.952096,0.147935272,0.080306838,1.842125462,0.0654568,0.875233244,Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370]
ENSG00000067066,SP100,15275.95955,14495.61677,16920.91197,0.075564001,0.053682795,1.407601836,0.159249003,0.897476576,SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]
ENSG00000067082,KLF6,17540.58176,15717.61293,18143.75674,0.158294372,0.097399739,1.62520325,0.104119258,0.897476576,Kruppel like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]
ENSG00000067191,CACNB1,334.980131,272.4495857,358.2878458,0.297115537,0.166909665,1.780097856,0.075059947,0.884961886,calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]
ENSG00000067445,TRO,94.06239881,98.08095009,107.817198,-0.059463845,0.195580099,-0.304038321,0.761098696,0.973759601,trophinin [Source:HGNC Symbol;Acc:HGNC:12326]
ENSG00000067798,NAV3,17302.79034,16089.34261,18249.21385,0.104818116,0.050889481,2.059720673,0.039425252,0.808774309,neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]
ENSG00000068079,IFI35,521.3551072,542.5020282,996.0706608,-0.056944422,0.129046883,-0.441269255,0.659018081,0.960857451,interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]
ENSG00000068489,PRR11,2739.681375,3243.768293,1823.589377,-0.243801969,0.111128742,-2.19386961,0.028244785,0.736126302,proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]
ENSG00000068971,PPP2R5B,1960.702063,1925.893633,2838.319038,0.026442127,0.102327326,0.258407287,0.796092593,0.978814735,protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]
ENSG00000069020,MAST4,14554.93951,13684.00502,14533.84803,0.08900686,0.139533326,0.63788962,0.523545535,0.939809632,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]
ENSG00000069122,ADGRF5,22970.83243,19592.7469,27266.62744,0.229444581,0.07605959,3.016642335,0.002555912,0.290867089,adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030]
ENSG00000069399,BCL3,185.2635696,216.9168224,248.1909924,-0.226430235,0.255765334,-0.885304634,0.375992351,0.922588085,BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]
ENSG00000070404,FSTL3,1320.605602,1315.66293,2233.665234,0.006336486,0.100730883,0.062905096,0.949842077,0.996893295,follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]
ENSG00000070610,GBA2,5951.801038,6162.057646,5673.672934,-0.049913697,0.077335329,-0.645419077,0.518655644,0.939183647,glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]
ENSG00000070756,PABPC1,44727.11729,44377.79151,44885.57476,0.011306277,0.173423763,0.065194508,0.948019134,0.996893295,poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]
ENSG00000071073,MGAT4A,18574.00566,17933.09189,15504.62079,0.050616962,0.069944174,0.723676592,0.469264307,0.931267992,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]"
ENSG00000071242,RPS6KA2,14451.28933,13681.6843,18110.66063,0.078970128,0.121796583,0.648377208,0.516741008,0.93894517,ribosomal protein S6 kinase A2 [Source:HGNC Symbol;Acc:HGNC:10431]
ENSG00000071246,VASH1,4842.65084,5643.56764,3927.631468,-0.220688295,0.122242189,-1.805336586,0.071022028,0.882996273,vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]
ENSG00000071282,LMCD1,558.2229365,554.0322738,465.6832251,0.011910395,0.14056595,0.084731721,0.932474677,0.99589958,LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]
ENSG00000071539,TRIP13,2882.374171,3187.39357,1867.93553,-0.145148928,0.094246042,-1.54010636,0.12353443,0.897476576,thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307]
ENSG00000071575,TRIB2,2003.127651,2043.150085,2002.854607,-0.028749759,0.072898895,-0.394378529,0.693301594,0.965440221,tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]
